"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assetes/Storge/Boxes/Storage_Shelves.Storage_Shelves","0","14","14","1","40.991882","0","14"
"/Game/Assetes/Sign/Sign_fall.Sign_fall","0","14","14","1","41.292717","0","26"
"/Game/Assetes/ShotGun/Mats/mossberg500.mossberg500","0","14","14","1","40.286652","0","24"
"/Game/Assetes/ShotGun/Mats/crow1.crow1","0","14","14","1","37.933517","0","21"
"/Game/Assetes/Walls/Clean/Clean_Wall.Clean_Wall","0","14","2","1","42.628883","0","71"
"/Game/Assetes/Table/Material.Material","0","14","2","1","42.487492","0","48"
"/Game/Assetes/Table/Black_Wood.Black_Wood","0","14","5","1","42.023880","0","80"
"/Game/Assetes/Storge/Mats/Locker.Locker","0","14","14","1","40.767143","0","14"
"/Game/CharacterBodyFX/Materials/M_Crystal.M_Crystal","0","26","5","1","84.483170","0","135"
"/Game/Assetes/Walls/Dirty/Dirty_Wall.Dirty_Wall","0","14","3","1","43.008488","0","54"
"/Game/Assetes/Walls/Clean/Clean_Wall_001.Clean_Wall_001","0","14","4","1","38.371628","0","53"
"/Game/CharacterBodyFX/Materials/M_Coin.M_Coin","0","26","26","1","66.109261","0","33"
"/Game/CharacterBodyFX/Materials/M_Charcoal.M_Charcoal","0","26","3","1","73.595345","0","80"
"/Game/CharacterBodyFX/Materials/M_ChainLink.M_ChainLink","0","26","1","1","82.832184","0","199"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Flames.M_Flames","0","6","1","1","19.086020","0","22"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Embers.M_Embers","0","6","2","1","19.478949","0","24"
"/Game/Assetes/Wall_Sticker/?????.?????","0","14","2","1","41.209301","0","66"
"/Game/Assetes/Walls/Dirty/Temp_mat.Temp_mat","0","14","1","1","39.449097","0","78"
"/Game/Assetes/Walls/Dirty/Dirty_floor1.Dirty_floor1","0","14","3","1","36.693226","0","64"
"/Game/Assetes/Walls/Dirty/Dirty_Wall_with_door.Dirty_Wall_with_door","0","14","8","1","30.597395","0","62"
"/Game/Assetes/Walls/Clean/hospital-tile-.hospital-tile-","0","14","9","1","26.952553","0","52"
"/Game/Assetes/window/Material.Material","0","14","7","1","19.425505","0","52"
"/Game/CharacterBodyFX/Materials/M_Glitter.M_Glitter","0","26","4","1","84.803589","0","107"
"/Game/CharacterBodyFX/Materials/M_Button.M_Button","0","26","2","1","84.674324","0","77"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Smoke.M_Smoke","0","36","6","1","125.345619","0","214"
"/Game/CharacterBodyFX/FX/Glitter/M_Glitter.M_Glitter","0","30","18","1","97.247978","0","130"
"/Game/CharacterBodyFX/Materials/M_BrokenGlass.M_BrokenGlass","0","52","2","1","337.405029","0","194"
"Globals","49","5088","0","1","0.000000","0","0"
"/Game/CharacterBodyFX/Materials/M_Diamond.M_Diamond","49","52","52","1","130.756241","0","52"
"/Game/CharacterBodyFX/Materials/M_Invisible.M_Invisible","49","56","29","1","117.545143","0","353"
"/Game/CharacterBodyFX/Materials/M_Floor.M_Floor","49","14","14","1","28.895895","0","23"
"/Game/Assetes/Table/Black.Black","49","23","1","1","69.732162","0","66"
"/Game/Assetes/Storge/Mats/Locker_with_blood.Locker_with_blood","49","23","1","1","66.484116","0","71"
"/Game/Assetes/LIGHTS/Flick_Light.Flick_Light","49","43","1","1","74.536087","0","588"
"/Game/Assetes/Blood/Material_001.Material_001","49","23","1","1","76.085785","0","274"
"/Game/CharacterBodyFX/Materials/M_Twigs.M_Twigs","49","26","2","1","63.658108","0","174"
"/Game/CharacterBodyFX/Materials/M_ToiletPaper.M_ToiletPaper","49","44","1","1","98.617287","0","625"
"/Game/CharacterBodyFX/Materials/M_StickyNote.M_StickyNote","49","30","1","1","66.008423","0","232"
"/Game/CharacterBodyFX/Materials/M_RockCliff.M_RockCliff","49","26","1","1","56.995071","0","193"
"/Game/CharacterBodyFX/Materials/M_Pixel.M_Pixel","49","36","2","1","83.935875","0","473"
"/Game/CharacterBodyFX/Materials/M_Crystal.M_Crystal","49","26","1","1","58.692673","0","169"
"/Game/CharacterBodyFX/Materials/M_Coin.M_Coin","49","26","1","1","57.438232","0","126"
"/Game/CharacterBodyFX/Materials/M_Charcoal.M_Charcoal","49","26","1","1","68.763336","0","317"
"/Game/CharacterBodyFX/Materials/M_ChainLink.M_ChainLink","49","26","1","1","60.245022","0","156"
"/Game/CharacterBodyFX/Materials/M_Glitter.M_Glitter","49","26","1","1","57.777512","0","273"
"/Game/CharacterBodyFX/Materials/M_Button.M_Button","49","26","3","1","59.318859","0","250"
"/Game/CharacterBodyFX/FX/Glitter/M_Glitter.M_Glitter","49","30","1","1","65.638641","0","305"
"/Game/CharacterBodyFX/Materials/M_BrokenGlass.M_BrokenGlass","49","52","1","1","140.602402","0","669"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Smoke.M_Smoke","49","36","1","1","94.323029","0","293"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Flames.M_Flames","49","6","1","1","14.115381","0","26"
"/Game/Assetes/window/Material.Material","49","23","2","1","67.030472","0","167"
"/Game/Assetes/Walls/Dirty/Temp_mat.Temp_mat","49","14","1","1","31.690025","0","72"
"/Game/Assetes/Walls/Dirty/Dirty_Wall_with_door.Dirty_Wall_with_door","49","23","2","1","70.328072","0","179"
"/Game/Assetes/Walls/Clean/hospital-tile-.hospital-tile-","49","23","1","1","68.684479","0","165"
"/Game/CharacterBodyFX/FX/Fire/Materials/M_Embers.M_Embers","49","6","1","1","14.020082","0","17"
"/Game/Assetes/Wall_Sticker/?????.?????","49","23","1","1","71.055862","0","159"
"/Game/Assetes/Walls/Dirty/Dirty_floor1.Dirty_floor1","49","23","1","1","67.165092","0","182"
"/Game/Assetes/Walls/Dirty/Dirty_Wall.Dirty_Wall","49","23","1","1","70.899460","0","130"
"/Game/Assetes/Walls/Clean/Clean_Wall_001.Clean_Wall_001","49","23","2","1","67.217735","0","154"
"/Game/Assetes/Table/Black_Wood.Black_Wood","49","23","2","1","71.018600","0","112"
"/Game/Assetes/Storge/Mats/Locker.Locker","49","23","1","1","70.781044","0","138"
"/Game/Assetes/Walls/Clean/Clean_Wall.Clean_Wall","49","23","2","1","70.875313","0","137"
"/Game/Assetes/Table/Material.Material","49","23","1","1","75.630653","0","193"
"/Game/Assetes/Storge/Mats/M_meds_shelf.M_meds_shelf","49","23","1","1","77.857300","0","214"
"/Game/Assetes/Storge/Boxes/Storage_Shelves.Storage_Shelves","49","23","1","1","72.948273","0","206"
"/Game/Assetes/ShotGun/Mats/Skeleton.Skeleton","49","23","1","1","73.264763","0","226"
"/Game/Assetes/ShotGun/Mats/mossberg500.mossberg500","49","23","1","1","77.439400","0","245"
"/Game/Assetes/Storge/Dead_Storge/Main_Box.Main_Box","49","23","1","1","73.263290","0","225"
"/Game/Assetes/Sign/Sign_fall.Sign_fall","49","23","1","1","78.538040","0","184"
"/Game/Assetes/ShotGun/Mats/crow1.crow1","49","23","1","1","76.024704","0","225"
"/Game/Assetes/ShotGun/Skeleton.Skeleton","49","23","1","1","72.804169","0","212"
"/Game/Assetes/Paper/Metal.Metal","49","23","2","1","67.041168","0","226"
"/Game/Assetes/IV_BAGS/Iv_Bag.Iv_Bag","49","23","2","1","72.096802","0","227"
"/Game/Assetes/SautCase/Tex_0170_0_dds_case1_png.Tex_0170_0_dds_case1_png","49","23","1","1","74.515259","0","248"
"/Game/Assetes/KeyBoaed/KeyBOARD1.KeyBOARD1","49","23","2","1","68.351540","0","226"
"/Game/Assetes/Iron_Stand/Material.Material","49","23","1","1","70.692719","0","204"
"/Game/Assetes/Iron_Stand/Black_Wood.Black_Wood","49","23","1","1","70.413910","0","188"
"/Game/Assetes/Flash_Light/Tex_0110_0_dds_light1_png.Tex_0110_0_dds_light1_png","49","26","1","1","57.286995","0","231"
"/Game/Assetes/Exit/lambert2SG.lambert2SG","49","23","1","1","69.822685","0","190"
"/Game/Assetes/IV_BAGS/Iv_Bag_Blood.Iv_Bag_Blood","49","23","1","1","65.489960","0","155"
"/Game/Assetes/Fire_Extinguisher/Mesh_0389_rip_extinguisher1_png.Mesh_0389_rip_extinguisher1_png","49","23","1","1","66.374802","0","204"
"/Game/Assetes/Doors/Dirty_Door.Dirty_Door","49","23","1","1","65.878654","0","196"
"/Game/Assetes/Doors/Door.Door","49","23","1","1","65.461960","0","134"
"/Game/Assetes/Body_PARTS/Parts/parasitezombie_Material1.parasitezombie_Material1","49","23","1","1","62.754318","0","197"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/TEMP/Hands1.Hands1","49","23","1","1","65.524841","0","199"
"/Game/Assetes/Chairs/Material.Material","49","23","1","1","71.245911","0","161"
"/Game/Assetes/Chairs/Chair.Chair","49","23","1","1","69.965782","0","195"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/TEMP/WorldWar_zombie_material.WorldWar_zombie_material","49","23","1","1","65.405663","0","126"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/TEMP/Ch10_body1.Ch10_body1","49","23","2","1","70.708076","0","191"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/TEMP/Ch10_body.Ch10_body","49","23","1","1","66.806015","0","171"
"/Game/Assetes/Body_PARTS/Hands/WorldWar_zombie_material.WorldWar_zombie_material","49","23","2","1","67.152031","0","121"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/WorldWar_zombie_material.WorldWar_zombie_material","49","23","1","1","57.768230","0","123"
"/Game/Assetes/Body_PARTS/Hands/MATS_ETC/TEMP/Ch10_body1_001.Ch10_body1_001","49","23","2","1","66.342545","0","117"
"/Game/Assetes/Beds/Mats/Wood_And_Metal.Wood_And_Metal","49","23","3","1","55.631237","0","124"
"/Game/Assetes/Beds/Mats/Gurney.Gurney","49","23","1","1","51.216103","0","93"
"/Game/Assetes/Beds/Mats/Crib.Crib","49","23","1","1","45.072895","0","62"
"/Game/Assetes/Beds/Mats/BEd.BEd","49","23","1","1","63.320961","0","56"
"/Game/Assetes/Body_PARTS/Foot/WorldWar_zombie_material.WorldWar_zombie_material","49","23","1","1","67.051300","0","64"
"/Game/Assetes/Beds/Mats/Black.Black","49","23","2","1","64.743546","0","89"
"/Game/Assetes/Beds/Crip/Crib.Crib","49","23","1","1","68.708382","0","74"
"/Game/CharacterBodyFX/Materials/M_Flower_04.M_Flower_04","49","50","2","1","97.385567","0","186"
"/Game/CharacterBodyFX/Materials/M_Flower_03.M_Flower_03","49","50","5","1","91.542267","0","240"
"/Game/Assetes/Beds/Mats/Logo.Logo","49","23","1","1","59.597237","0","73"
"/Game/PSX/PSX_Pixie.PSX_Pixie","49","4","1","1","10.494954","0","10"
"/Game/CharacterBodyFX/Materials/M_LightOrb.M_LightOrb","49","26","5","1","52.007313","0","108"
"/Game/CharacterBodyFX/Materials/M_Flower_05.M_Flower_05","49","50","15","1","100.261314","0","196"
"/Game/CharacterBodyFX/Materials/M_Flower_02.M_Flower_02","49","50","26","1","89.530067","0","127"
"/Game/CharacterBodyFX/Materials/M_Flower_01.M_Flower_01","49","50","50","1","85.610519","0","98"
"/Game/CharacterBodyFX/Materials/M_Bubble.M_Bubble","49","48","48","1","110.690849","0","96"
"/Game/FirstPerson/SFX/Vidos/Main_Video_Mat.Main_Video_Mat","49","9","9","1","11.899249","0","9"
"","49","1","0","1","0.000000","1","0"
"/Game/CharacterBodyFX/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","49","112","12","2","200.878128","0","772"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","56","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","46","2","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","802","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","43","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","0"
